,source,target
0,968425116005818368,95420772
1,968425116005818368,1215597037149925377
2,968425116005818368,1271721118941040641
3,968425116005818368,783705173361356800
4,968425116005818368,764051258302922752
5,968425116005818368,1956736555
6,968425116005818368,1399695043330510849
7,968425116005818368,1375104909956235273
8,968425116005818368,1291149062
9,968425116005818368,1274268231625256960
10,968425116005818368,1222158137790205957
11,968425116005818368,1910985542
12,968425116005818368,1390683215841701890
13,968425116005818368,1110670028943302658
14,968425116005818368,909895139144949760
15,968425116005818368,1249661522474868737
16,968425116005818368,1134149109135413248
17,968425116005818368,1235562635099344898
18,968425116005818368,1247254042272825346
19,968425116005818368,1232627806032531456
20,968425116005818368,1220078055433043970
21,968425116005818368,3104651937
22,968425116005818368,1268102834131697664
23,968425116005818368,1228716210034036737
24,968425116005818368,1020593445092691969
25,968425116005818368,984350529961840640
26,968425116005818368,4157446703
27,968425116005818368,804075344
28,968425116005818368,1229786832
29,968425116005818368,1176906817735204869
30,968425116005818368,1339096653324836864
31,968425116005818368,1204281637976100864
32,968425116005818368,290987647
33,968425116005818368,1315243661106577413
34,968425116005818368,986913917791326208
35,968425116005818368,1280182255772676097
36,968425116005818368,1152594126526980096
37,968425116005818368,749010534020833284
38,968425116005818368,175677714
39,968425116005818368,714089810701524993
40,968425116005818368,1100804839070679042
41,968425116005818368,1196240676113043457
42,968425116005818368,1237039461420187654
43,968425116005818368,1299036774925250561
44,968425116005818368,840641907797688324
45,968425116005818368,1226462495059128321
46,968425116005818368,766566593530826752
47,968425116005818368,1301856757363474434
48,968425116005818368,2755857153
49,968425116005818368,1175849525648527362
50,968425116005818368,1363248253496614916
51,968425116005818368,753758406884724736
52,968425116005818368,1041460956788736000
53,968425116005818368,712179859938619392
54,968425116005818368,895382457964519428
55,968425116005818368,1178751449507024900
56,968425116005818368,1272426918273523712
57,968425116005818368,1183268154
58,968425116005818368,1194982168503750656
59,968425116005818368,1586638278
60,968425116005818368,887015743
61,968425116005818368,1034732429062361088
62,968425116005818368,1053304150820306944
63,968425116005818368,996181615532535809
64,968425116005818368,4704550970
65,968425116005818368,1140503024789594112
66,968425116005818368,1160909740521791495
67,968425116005818368,1276297530565894144
68,968425116005818368,1311410777191075840
69,968425116005818368,1062727088833204224
70,968425116005818368,858027748840939520
71,968425116005818368,2710502905
72,968425116005818368,1278364675554652162
73,968425116005818368,2569370685
74,968425116005818368,881537297761673217
75,968425116005818368,1332064554923290624
76,968425116005818368,906632602853015552
77,968425116005818368,888762684908478465
78,968425116005818368,737984539130265600
79,968425116005818368,4591904735
80,968425116005818368,1019653687168389121
81,968425116005818368,2506580068
82,968425116005818368,1288220051477336065
83,968425116005818368,1305780624335106048
84,968425116005818368,1253776304182300676
85,968425116005818368,1306258900174462976
86,968425116005818368,1297563564891414534
87,968425116005818368,1280987731645128705
88,968425116005818368,1200883850110521345
89,968425116005818368,334899816
90,968425116005818368,1013362635377651712
91,968425116005818368,4702636760
92,968425116005818368,955048667194503173
93,968425116005818368,1160922987119435777
94,968425116005818368,774233714725453824
95,968425116005818368,1215281264183382019
96,968425116005818368,428764562
97,968425116005818368,940887613
98,968425116005818368,1154118848
99,968425116005818368,904547534810619904
100,968425116005818368,1308879209734057984
101,968425116005818368,1379216766
102,968425116005818368,959111692142735360
103,968425116005818368,880334676711411712
104,968425116005818368,750734099959144448
105,968425116005818368,1212388118592012290
106,968425116005818368,1298649720290779136
107,968425116005818368,1053040556149039104
108,968425116005818368,3278310565
109,968425116005818368,2981564051
110,968425116005818368,872746894862278656
111,968425116005818368,1045625502940221440
112,968425116005818368,1243826476849512448
113,968425116005818368,1154158560131108864
114,968425116005818368,1040580007645601792
115,968425116005818368,1020083975610675203
116,968425116005818368,1055234364
117,968425116005818368,1301740152918863872
118,968425116005818368,1273034806314651648
119,968425116005818368,883305072045830145
120,968425116005818368,1268600387675787267
121,968425116005818368,1177814475921068032
122,968425116005818368,876624541711290368
123,968425116005818368,899427201120165888
124,968425116005818368,180019073
125,968425116005818368,882190328010350592
126,968425116005818368,3100797190
127,968425116005818368,1171933138777493504
128,968425116005818368,915915108634824704
129,968425116005818368,1609270040
130,968425116005818368,1294979706350194688
131,968425116005818368,887425346727026688
132,968425116005818368,184111774
133,968425116005818368,1091728677019287552
134,968425116005818368,963514368297197568
135,968425116005818368,1204912011899002881
136,968425116005818368,1295265449555431426
137,968425116005818368,807173699577249794
138,968425116005818368,827638277859586050
139,968425116005818368,1181154545163997185
140,968425116005818368,2867583975
141,968425116005818368,1151861134607228929
142,968425116005818368,1169340001731186688
143,968425116005818368,1206507214401355776
144,968425116005818368,907297836492054528
145,968425116005818368,945594070583402496
146,968425116005818368,1289670948329852928
147,968425116005818368,1085485306382614528
148,968425116005818368,1013874399697661953
149,968425116005818368,3107468764
150,968425116005818368,1243104939041271808
151,968425116005818368,2279719362
152,968425116005818368,1172483202407108608
153,968425116005818368,1288370663598825477
154,968425116005818368,2702687979
155,968425116005818368,758409044122099712
156,968425116005818368,739069610817925124
157,968425116005818368,1006551384651689984
158,968425116005818368,3216861395
159,968425116005818368,1010213086068924416
160,968425116005818368,894684460138074112
161,968425116005818368,1128595089331298305
162,968425116005818368,884669954129264640
163,968425116005818368,2174236037
164,968425116005818368,1108365626517655553
165,968425116005818368,941446762656686081
166,968425116005818368,978719506196520960
167,968425116005818368,3683530142
168,968425116005818368,343306394
169,968425116005818368,764163378302574592
170,968425116005818368,1262364782939779073
171,968425116005818368,991216522306736128
172,968425116005818368,1275197179301441539
173,968425116005818368,1209416640204591104
174,968425116005818368,1203822412686598144
175,968425116005818368,995995002252677120
176,968425116005818368,1203674480108802049
177,968425116005818368,1169683462418305025
178,968425116005818368,3287922693
179,968425116005818368,704658414
180,968425116005818368,1198922701815123968
181,968425116005818368,2235518289
182,968425116005818368,1004539303467405312
183,968425116005818368,1235336958995505160
184,968425116005818368,997953695756275712
185,968425116005818368,1262478602072973326
186,968425116005818368,776090627083689984
187,968425116005818368,1249079559426846721
188,968425116005818368,1246848591332859906
189,968425116005818368,968402673790791680
190,968425116005818368,1209378189686005760
191,968425116005818368,1131686509885706241
192,968425116005818368,1126403530791837697
193,968425116005818368,2676229631
194,968425116005818368,2501366076
195,968425116005818368,1204263675294625792
196,968425116005818368,1148384535635210240
197,968425116005818368,1053796910673379333
198,968425116005818368,1330207782
199,968425116005818368,1173509764745183234
200,968425116005818368,1227268329133543426
201,968425116005818368,4920699081
202,968425116005818368,1033832755493257217
203,968425116005818368,1231210146497466369
204,968425116005818368,1186656463827165184
205,968425116005818368,1231829338443722752
206,968425116005818368,1043101415495938050
207,968425116005818368,4644775282
208,968425116005818368,1176892160895066112
209,968425116005818368,967883041233408002
210,968425116005818368,848184344023793668
211,968425116005818368,1064925463234121728
212,968425116005818368,173424509
213,968425116005818368,789774056660795392
214,968425116005818368,1059930851981574146
215,968425116005818368,900868920097296385
216,968425116005818368,1207528571197104128
217,968425116005818368,1026957860419379201
218,968425116005818368,1200740211237572610
219,968425116005818368,776893642304782337
220,968425116005818368,1003296371829506054
221,968425116005818368,409994481
222,968425116005818368,824608522251931648
223,968425116005818368,998992177492578305
224,968425116005818368,773098138420805632
225,968425116005818368,1083348898117230593
226,968425116005818368,194353429
227,968425116005818368,3023079599
228,968425116005818368,2736222436
229,968425116005818368,4704345620
230,968425116005818368,797502072258232321
231,968425116005818368,1161244811535499265
232,968425116005818368,848828308414509056
233,968425116005818368,1100829423274733569
234,968425116005818368,4034665012
235,968425116005818368,1090009336011739136
236,968425116005818368,1083036389401350144
237,968425116005818368,1084218172553732096
238,968425116005818368,1630221300
239,968425116005818368,1067040555677437952
240,968425116005818368,1048907660312137729
241,968425116005818368,738108414195302400
242,968425116005818368,1053059001464881154
243,968425116005818368,4851367828
244,968425116005818368,966609376785063937
245,968425116005818368,944196044568571904
246,968425116005818368,968845302688989184
247,968425116005818368,967775657005666309
248,968425116005818368,957725555176198145
249,968425116005818368,964998401073885185
250,968425116005818368,969600017634873344
251,968425116005818368,886578954102075392
252,968425116005818368,928228467786829829
253,95420772,1356252746140286976
254,95420772,317767324
255,95420772,938520381480144896
256,95420772,218441278
257,95420772,1401268039975329794
258,95420772,1278972608919351296
259,95420772,810203196614475777
260,95420772,1157107633
261,95420772,1400808155068702720
262,95420772,1161709562531127298
263,95420772,1342607467151302656
264,95420772,1400537440360833026
265,95420772,1316776072524988417
266,95420772,1399432721806544896
267,95420772,1167478714374008832
268,95420772,2904788488
269,95420772,1303811902863273987
270,95420772,1289800269346287617
271,95420772,1185720400493371393
272,95420772,1393601902949109765
273,95420772,1109649134317957122
274,95420772,1296074024120877058
275,95420772,4114855395
276,95420772,771167488050462720
277,95420772,720914036263661568
278,95420772,1313203121263382531
279,95420772,789245827440971776
280,95420772,1397083543118000128
281,95420772,1189119822384324608
282,95420772,1609732801
283,95420772,1398011968234131458
284,95420772,1383853905788817410
285,95420772,1414998756
286,95420772,1262639659714260992
287,95420772,1397071287130992640
288,95420772,323423657
289,95420772,915834844059402241
290,95420772,1396702138093428736
291,95420772,234545368
292,95420772,574612441
293,95420772,1374484736689598477
294,95420772,1396214064141983745
295,95420772,1396127709164625920
296,95420772,1002891078394052608
297,95420772,1394982294155407361
298,95420772,358119930
299,95420772,494440879
300,95420772,2565064639
301,95420772,1394714590106226689
302,95420772,1234911317498220545
303,95420772,3143258037
304,95420772,2863652422
305,95420772,113066196
306,95420772,1284269871774277634
307,95420772,1385347674430443520
308,95420772,1136742199402668032
309,95420772,1389675294072741891
310,95420772,780361394617278464
311,95420772,3093765642
312,95420772,1327631788055916544
313,95420772,1393019042957602816
314,95420772,1379082668
315,95420772,1275372337580425217
316,95420772,844895987034415107
317,95420772,1392581173809930243
318,95420772,1185915629452300290
319,95420772,1392382124112719875
320,95420772,1377516272355774465
321,95420772,1264493341426638848
322,95420772,1178615939593572352
323,95420772,1390253743610945536
324,95420772,1391355161554083848
325,95420772,1317142996396220416
326,95420772,1187935620
327,95420772,1218060252651966464
328,95420772,905740171446034434
329,95420772,1391054035382382593
330,95420772,1349060946006863876
331,95420772,906182696
332,95420772,1209096686804590592
333,95420772,1078987028145102850
334,95420772,437572015
335,95420772,1273167961067585537
336,95420772,943585197911666688
337,95420772,1243087524903489536
338,95420772,1356640824461787144
339,95420772,1389892150721228802
340,95420772,2301775522
341,95420772,1322475297715982336
342,95420772,279597544
343,95420772,1499555599
344,95420772,1389680439250522123
345,95420772,974099399633784832
346,95420772,562024430
347,95420772,1379465143143305219
348,95420772,1157688829832302594
349,95420772,1490624917
350,95420772,1062500596668919808
351,95420772,1388633733373308929
352,95420772,852292519119466496
353,95420772,1244388210589011968
354,95420772,1147864669169885186
355,95420772,1315945226054316035
356,95420772,1358900893928849409
357,95420772,1621318506
358,95420772,3450312673
359,95420772,1162483107552997379
360,95420772,1344557521273561088
361,95420772,2229057311
362,95420772,1178259257252339719
363,95420772,198503820
364,95420772,956251443853479936
365,95420772,714924184875483136
366,95420772,1170954954091220992
367,95420772,543678400
368,95420772,1386865112435335168
369,95420772,1315285405219139584
370,95420772,1358476758786441216
371,95420772,545312690
372,95420772,800823575313870848
373,95420772,1379138809
374,95420772,1385156245397676034
375,95420772,536551291
376,95420772,1315623161833164802
377,95420772,1936611812
378,95420772,1384968717440794624
379,95420772,2762062966
380,95420772,1364507950732218371
381,95420772,1384758202856787968
382,95420772,1363537671113617426
383,95420772,1384274494064259073
384,95420772,737051071
385,95420772,975659519119429633
386,95420772,2265654538
387,95420772,1383837237100433408
388,95420772,3429997967
389,95420772,1088953102491897856
390,95420772,3761113648
391,95420772,700616508578222080
392,95420772,1209569308361330690
393,95420772,1371941068376305668
394,95420772,715986078
395,95420772,1544899412
396,95420772,1359883473763393545
397,95420772,1210573868676665344
398,95420772,2202078221
399,95420772,1343254849400532992
400,95420772,981254565269000192
401,95420772,1038567690200408064
402,95420772,1381885825198219264
403,95420772,1225759443616399360
404,95420772,1381389891188166656
405,95420772,1150066667222949888
406,95420772,1196486291053002752
407,95420772,1251266027339612160
408,95420772,1233313218275270657
409,95420772,1380536498026610690
410,95420772,1379582088819699713
411,95420772,1364499838428151810
412,95420772,1363146038148816896
413,95420772,1380234312575033344
414,95420772,1380102246474641409
415,95420772,1373878909226283012
416,95420772,1152720751394533376
417,95420772,894178739101282304
418,95420772,894919411739611136
419,95420772,1379450093716303878
420,95420772,1212415405341335552
421,95420772,1344638932353486849
422,95420772,1248958994888249346
423,95420772,1255112163452162048
424,95420772,746004613657165824
425,95420772,204987852
426,95420772,1338399452973969409
427,95420772,1315311966257319936
428,95420772,1345837177926807561
429,95420772,3436772134
430,95420772,1370357082487160834
431,95420772,1260972485673209856
432,95420772,467135035
433,95420772,1323515648383815680
434,95420772,1114581840365522944
435,95420772,1338943960321052672
436,95420772,1377194056342720512
437,95420772,2819889015
438,95420772,1187453846676758529
439,95420772,967454274
440,95420772,1211920698
441,95420772,1378588224042496018
442,95420772,1374108875972956160
443,95420772,1258712134252474368
444,95420772,1372575351898042370
445,95420772,366574684
446,95420772,1218903896963284999
447,95420772,1288511470360317952
448,95420772,1119234293283340288
449,95420772,1068105190061031425
450,95420772,1334698897051176967
451,95420772,831531231602958337
452,95420772,148061004
453,95420772,1376750920252366850
454,95420772,984741139805884417
455,95420772,1373279753709498372
456,95420772,1361589856258949122
457,95420772,837987444154839040
458,95420772,1376435913836888069
459,95420772,1376678211686445058
460,95420772,1179663940948824064
461,95420772,896722511722926080
462,95420772,1237524288548278272
463,95420772,200978725
464,95420772,1212398959567622144
465,95420772,452373738
466,95420772,1375897640609669128
467,95420772,714122815130230784
468,95420772,1330395020860534809
469,95420772,888408683205537793
470,95420772,376781851
471,95420772,1048219911124934656
472,95420772,1151750667087884288
473,95420772,1131101263217790976
474,95420772,939629036
475,95420772,940837104250179585
476,95420772,1374313415804604420
477,95420772,151841587
478,95420772,1274979265
479,95420772,1374288379538444290
480,95420772,779638813735911424
481,95420772,948294183479119874
482,95420772,411354508
483,95420772,962991565038907392
484,95420772,1373936831067213828
485,95420772,3372720711
486,95420772,1079356492539723776
487,95420772,1133623813202153472
488,95420772,1279415434014531584
489,95420772,1469573023
490,95420772,710429203938856960
491,95420772,830688966517125121
492,95420772,1319919947921895425
493,95420772,770190220163682304
494,95420772,703244010207518720
495,95420772,341981317
496,95420772,1324852361412694016
497,95420772,1068571073870991360
498,95420772,1260683525709234178
499,95420772,1037305250070364160
500,95420772,2479066589
501,95420772,1243554364721152007
502,95420772,2941688403
503,95420772,1257894937049411586
504,95420772,1243922913121775617
505,95420772,889195130644819969
506,95420772,890701220414971905
507,95420772,1359544691562323971
508,95420772,395521957
509,95420772,1238007366949523456
510,95420772,1370805062965018624
511,95420772,1289924433117958146
512,95420772,1370933990224453632
513,95420772,1273348772773404673
514,95420772,187940048
515,95420772,1370152186433437700
516,95420772,926853597048000513
517,95420772,1368090642090520576
518,95420772,993824389358587904
519,95420772,1368236684630953990
520,95420772,1102580435845070849
521,95420772,4908463847
522,95420772,1149875294532177921
523,95420772,1169027872524242945
524,95420772,1279320493355646976
525,95420772,722469060806643712
526,95420772,1211729176555708417
527,95420772,1364243096670777346
528,95420772,2172794862
529,95420772,1368737193133551623
530,95420772,1368694126565335043
531,95420772,194102611
