,Id,degree,group
22372,1197594049139658753,1,14
22373,902415095824875520,1,14
22374,1316715791203606528,1,14
22375,2869227617,1,14
22376,292383173,1,14
22377,1144610785278287872,1,14
22378,976029206730739712,1,14
22379,1299762877021204481,1,14
22380,2804324239,1,14
22381,1318271152427573248,1,14
22382,337515438,1,14
22383,1244347304104079360,1,14
22384,2965727896,1,14
22385,1056960008141721601,1,14
22386,1009298766334132224,1,14
22387,722427775399895040,1,14
22388,2846937206,1,14
22389,1233462626258227200,1,14
22390,1100793608347762688,1,14
22391,703972275,1,14
22392,1314520044634804226,1,14
22393,1213858992302116865,1,14
22394,295281508,1,14
22395,568565582,1,14
22396,1316582956039692288,1,14
22397,823431122461851648,1,14
22398,1166725691309797376,1,14
22399,1258050457194422274,1,14
22400,1089415397214957568,1,14
22401,1161675056310870018,1,14
22402,259871845,1,14
22403,1149996979159797760,1,14
22404,1248259370439319559,1,14
22405,1151122045746515975,1,14
22406,1135446777660882947,1,14
22407,1270144616910729217,1,14
22408,817149754769625088,1,14
22409,378210160,1,14
22410,1306198726294241281,1,14
22411,709714335405367296,1,14
22412,1294387684287356928,1,14
22413,1061268961524961280,1,14
22414,1272234446645837829,1,14
22415,1285187404995887115,1,14
22416,827056754022297600,1,14
22417,1125534209261690880,1,14
22418,1247507867822886913,1,14
22419,2274393903,1,14
22420,995334642550091778,1,14
22421,355437664,1,14
22422,350270896,1,14
22423,1180061266594996224,1,14
22424,1072767297964642304,1,14
22425,1314977204158246924,1,14
22426,971589139652071424,1,14
22427,813384579600019456,1,14
22428,277114666,1,14
22429,854652304376594432,1,14
22430,935256691,1,14
22431,1169142755462963201,1,14
22432,1306639915300663297,1,14
22433,1200923010997338113,1,14
22434,776537925857271808,1,14
22435,1302969780752846848,1,14
22436,892536824090030084,1,14
22437,884693129932177408,1,14
22438,890256368325799936,1,14
22439,382665076,1,14
22440,1088170252536565760,1,14
22441,1108993569296183298,1,14
22442,1246902135565975568,1,14
22443,1017104901187522567,1,14
22444,3407651566,1,14
22445,358009590,1,14
22446,2806875364,1,14
22447,1316373354690088960,1,14
22448,328835580,1,14
22449,578052295,1,14
22450,1015179532394024961,1,14
22451,1085571008298450944,1,14
22452,1254471476620771329,1,14
22453,40874847,1,14
22454,1212610978560401409,1,14
22455,1293215628204093441,1,14
22456,1221572290879553541,1,14
22457,426599008,1,14
22458,1248982443857674242,1,14
22459,1219957057362841601,1,14
22460,811889301801861120,1,14
22461,1286810752070963207,1,14
22462,1302021525428752388,1,14
22463,1310542323495903233,1,14
22464,1228422016207917056,1,14
22465,927627628244357121,1,14
22466,1202910051633111042,1,14
22467,1237417051150573568,1,14
22468,1016419928302407682,1,14
22469,1301935389314347009,1,14
22470,1260086564182462464,1,14
22471,1316740300027686918,1,14
22472,1309842648920928258,1,14
22473,4357552213,1,14
22474,1148703067954667523,1,14
22475,774617838459953152,1,14
22476,1068845216017321984,1,14
22477,1316646400957054977,1,14
22478,1692524017,1,14
22479,1247532325870567427,1,14
22480,2983614707,1,14
22481,1317415984374927360,1,14
22482,1263512189312401411,1,14
22483,1214962598787112962,1,14
22484,1226228685411356672,1,14
22485,1238808409807507457,1,14
22486,1291411159585824769,1,14
22487,1278979226088148992,1,14
22488,896410609352364033,1,14
22489,1015331038061563907,1,14
22490,755721476527890433,1,14
22491,1158767534503596032,1,14
22492,1293285782208368640,1,14
22493,2537493356,1,14
22494,495429417,1,14
22495,982424070,1,14
22496,2504344319,1,14
22497,856021655830880256,1,14
22498,1169384612575043590,1,14
22499,2314903535,1,14
22500,1265723274509631489,1,14
22501,1295063889235804166,1,14
22502,908356528838770689,1,14
22503,2715403081,1,14
22504,1317049937104875520,1,14
22505,2320173807,1,14
22506,4709776612,1,14
22507,1283346207461515265,1,14
22508,2697948181,1,14
22509,1116328264396615680,1,14
22510,1317508048148156421,1,14
22511,940340674691559426,1,14
22512,1251999927305154561,1,14
22513,1274345038718304262,1,14
22514,1631773448,1,14
22515,1283217788371435521,1,14
22516,1317491475320655872,1,14
22517,909449676,1,14
22518,1301901065969954816,1,14
22519,1013151303852322818,1,14
22520,1291814839304753152,1,14
22521,1077170169775034368,1,14
22522,940023534021218304,1,14
22523,1122920928009228289,1,14
22524,21045124,1,14
22525,1291461338682863618,1,14
22526,980301237328531456,1,14
22527,3341951265,1,14
22528,1317131687344615430,1,14
22529,1211385968151805953,1,14
22530,1224090618558853122,1,14
22531,1317456871301795842,1,14
22532,1213974645767954433,1,14
22533,722261340467896320,1,14
22534,1031082156318240768,1,14
22535,1243857074783690752,1,14
22536,1234753527748218880,1,14
22537,1055906138590457857,1,14
22538,718924667,1,14
22539,1288919968160129029,1,14
22540,227010617,1,14
22541,1317412316514799618,1,14
22542,1108631052594094080,1,14
22543,713509444236283904,1,14
22544,1217132372149313537,1,14
22545,2509392202,1,14
22546,1305288783550656515,1,14
22547,2992489066,1,14
22548,1157976591928086530,1,14
22549,1285360273432469510,1,14
22550,1106281083480489984,1,14
22551,1047741200881651712,1,14
22552,1313151794021793795,1,14
22553,1262514957285031939,1,14
22554,2783568131,1,14
22555,1250741163776229376,1,14
22556,826587137038356480,1,14
22557,818200075881082880,1,14
22558,1126738351,1,14
22559,1295307095638568960,1,14
22560,1052368674554667008,1,14
22561,1035847644072083456,1,14
22562,1170811529660456966,1,14
22563,1259865258698715136,1,14
22564,1152963739169280000,1,14
22565,1296136489571622914,1,14
22566,1307741981041401856,1,14
22567,1161631528352440322,1,14
22568,1146518778685116417,1,14
22569,1224722982343495681,1,14
22570,2889501317,1,14
22571,1183451511931703307,1,14
22572,1268508245641048065,1,14
22573,885404375522451457,1,14
22574,1089569340062662657,1,14
22575,2999821575,1,14
22576,1167519633248858112,1,14
22577,1203048406509326336,1,14
22578,1165296514949947393,1,14
22579,1214973305746272257,1,14
22580,4884711106,1,14
22581,1735692042,1,14
22582,1097507995653734401,1,14
22583,1177683791336398849,1,14
22584,1299853104,1,14
22585,1131684818658451458,1,14
22586,1160216772143980545,1,14
22587,1238748044599885825,1,14
22588,1285288208268484611,1,14
22589,2374972789,1,14
22590,1208471799085838343,1,14
22591,1534331478,1,14
22592,979599930640818176,1,14
22593,858852505949806593,1,14
22594,943081134,1,14
22595,974854505375371266,1,14
22596,1306870478175449088,1,14
22597,1070853254324588544,1,14
22598,1267761758921469952,1,14
22599,3028956686,1,14
22600,263093183,1,14
22601,1162280784134193152,1,14
22602,2316045583,1,14
22603,1239969051280945156,1,14
22604,1244361911640211456,1,14
22605,1219435753249230848,1,14
22606,809659196459384832,1,14
22607,1210137706698805250,1,14
22608,985845190773616640,1,14
22609,1183326589834149888,1,14
22610,1317104655609069568,1,14
22611,1014881428348301313,1,14
22612,3428592922,1,14
22613,635802226,1,14
22614,1157380167247060992,1,14
22615,442084167,1,14
22616,1248697538594643969,1,14
22617,1181664613030608897,1,14
22618,929665694555308032,1,14
22619,2519410522,1,14
22620,1158875709953204224,1,14
22621,1232308508848050177,1,14
22622,1247179355199062020,1,14
22623,1266456733414764545,1,14
22624,243590420,1,14
22625,1316849628504092673,1,14
22626,1264439586182307841,1,14
22627,1139176837551144960,1,14
22628,1268823648841891840,1,14
22629,352032898,1,14
22630,1084505991822090240,1,14
22631,1316685666084941824,1,14
22632,824566985044299776,1,14
22633,1184760102638759936,1,14
22634,1295320297,1,14
22635,1073484586552823808,1,14
22636,1225907446834700289,1,14
22637,1630180412,1,14
22638,1179736420547735554,1,14
22639,1237666579623673856,1,14
22640,1145286483156328448,1,14
22641,977839450016440325,1,14
22642,1123273756573675520,1,14
22643,1238055358435901440,1,14
22644,1146533131090051073,1,14
22645,1051420730058002434,1,14
22646,1312677421250801664,1,14
22647,1314689865074855937,1,14
22648,1302599276191678465,1,14
22649,1251942877984362497,1,14
22650,1229581003108253696,1,14
22651,734360011594432513,1,14
22652,1309639412314238976,1,14
22653,1182650389084233728,1,14
22654,866463951806238720,1,14
22655,1310022706646188032,1,14
22656,730050257057419264,1,14
22657,1223434482864312320,1,14
22658,753408931,1,14
22659,896638254795046912,1,14
22660,1257607199800668161,1,14
22661,1295992146173005824,1,14
22662,1180749716696522752,1,14
22663,1201738131172679681,1,14
22664,3568303943,1,14
22665,1292721470896996353,1,14
22666,1259154027083857920,1,14
22667,1261224422670729217,1,14
22668,1138403831136575495,1,14
22669,1259726568852721664,1,14
22670,1315025042875592710,1,14
22671,1236890454517522432,1,14
22672,767809517476319232,1,14
22673,1257431916514611204,1,14
22674,2161263963,1,14
22675,1258262086909648897,1,14
22676,1306938732487094279,1,14
22677,1194045488091279360,1,14
22678,3331024665,1,14
22679,480501929,1,14
22680,2742695703,1,14
22681,866635103971225604,1,14
22682,471963500,1,14
22683,1056242028038799367,1,14
22684,796839567643017216,1,14
22685,1273055945011146753,1,14
22686,1202984302323142657,1,14
22687,1199002313756749825,1,14
22688,949808448702697472,1,14
22689,1088434803689603073,1,14
22690,3505847303,1,14
22691,1144709501611909120,1,14
22692,3064816709,1,14
22693,1290578142948724736,1,14
22694,943937264081620992,1,14
22695,1165330925061922816,1,14
22696,876002427916488704,1,14
22697,1309508345821265925,1,14
22698,1120608600609689600,1,14
22699,2962527803,1,14
22700,1211049768509554689,1,14
22701,1273369614920155138,1,14
22702,981641708327882752,1,14
22703,1143489117122113539,1,14
22704,283583139,1,14
22705,1253470480432013312,1,14
22706,1121657954652917760,1,14
22707,1144394092836806657,1,14
22708,760408859001380864,1,14
22709,63935916,1,14
22710,1046338063205642242,1,14
22711,1084732424922284032,1,14
22712,1184986537529925632,1,14
22713,1144172066024886277,1,14
22714,1315372267258490881,1,14
22715,1141461344291610624,1,14
22716,1009160015280787456,1,14
22717,1300425557469995008,1,14
22718,1092529821811384320,1,14
22719,1146366099614818304,1,14
22720,1162053582721601536,1,14
22721,883202487297216516,1,14
22722,2536874799,1,14
22723,955551066426368000,1,14
22724,1313504212945440769,1,14
22725,1212305035352145920,1,14
22726,1219568475301126145,1,14
22727,837629839712665603,1,14
22728,367071284,1,14
22729,1192572767293595649,1,14
22730,1215651738323243008,1,14
22731,1217754463118798848,1,14
22732,1241997841415000064,1,14
22733,1168858308146544640,1,14
22734,1311414659413671936,1,14
22735,1299363443896709121,1,14
22736,984435719698558976,1,14
22737,1139941354367324161,1,14
22738,1311047831327825920,1,14
22739,2935209495,1,14
22740,1262059036180123648,1,14
22741,1307475440806899713,1,14
22742,1243946197410295809,1,14
22743,1214214300870443008,1,14
22744,973718213577138177,1,14
22745,1208992666719064064,1,14
22746,759197112022204416,1,14
22747,1267074062255349764,1,14
22748,210158877,1,14
22749,1243182778973388800,1,14
22750,545811557,1,14
22751,946776926777237505,1,14
22752,911834817662210049,1,14
22753,457484949,1,14
22754,1254960755495100416,1,14
22755,1246083621070540800,1,14
22756,811755750,1,14
22757,892468171545903104,1,14
22758,1310256192694910977,1,14
22759,1246192530871517184,1,14
22760,1315936672383729665,1,14
22761,1174625316603670528,1,14
22762,2776970657,1,14
22763,1285669585769902095,1,14
22764,1288357126440734721,1,14
22765,1081589809561432067,1,14
22766,1275596253422854144,1,14
22767,1204221639455588354,1,14
22768,1242530945846165512,1,14
22769,1303723198123577350,1,14
22770,1037281894021455872,1,14
22771,355406109,1,14
22772,3387715047,1,14
22773,790979567112642560,1,14
22774,1165335671873187840,1,14
22775,1227387414974541826,1,14
22776,3167426242,1,14
22777,793342597116923904,1,14
22778,1278380579600416772,1,14
22779,1231226577150775298,1,14
22780,1221764783420182529,1,14
22781,3608201963,1,14
22782,2570470847,1,14
22783,832347721126309888,1,14
22784,1201281991020285952,1,14
22785,1145391923441676291,1,14
22786,186902109,1,14
22787,1192100360250363905,1,14
22788,1207931537972486144,1,14
22789,1112783938492268544,1,14
22790,1074987918601711617,1,14
22791,1315619857472380929,1,14
22792,349570218,1,14
22793,1315084918129594368,1,14
22794,1366938002,1,14
22795,2720760143,1,14
22796,1029729515940065280,1,14
22797,1297174710535565312,1,14
22798,1252008637872197632,1,14
22799,1369133484,1,14
22800,798051325892317184,1,14
22801,389329432,1,14
22802,1279927326076264449,1,14
22803,1081381943508418566,1,14
22804,1314155554193973250,1,14
22805,1022919260258095104,1,14
22806,1081117380657467392,1,14
22807,812222723887955969,1,14
22808,1266448342978043914,1,14
22809,1311796811334590464,1,14
22810,1237002713520619528,1,14
22811,948708514461114368,1,14
22812,1144271690978906112,1,14
22813,1174339290802860032,1,14
22814,931267344583798784,1,14
22815,1107409825561018368,1,14
22816,757445532,1,14
22817,715113588793413632,1,14
22818,1138819706675257346,1,14
22819,1195856618635837441,1,14
22820,833391457784446976,1,14
22821,974620298023788546,1,14
22822,887938346177245185,1,14
22823,823614381095325696,1,14
22824,1030338027992870912,1,14
22825,1149312442847191040,1,14
22826,1230498929927741441,1,14
22827,1106715975746023424,1,14
22828,853639480829497346,1,14
22829,1302388035930271744,1,14
22830,836326336516001792,1,14
22831,1290535496104513536,1,14
22832,1137949578811101186,1,14
22833,1058023364059717637,1,14
22834,800770153684213764,1,14
22835,1084204513748283392,1,14
22836,1305963982059077634,1,14
22837,1313108428009734144,1,14
22838,2953308418,1,14
22839,1219979657178689542,1,14
22840,976015733892243456,1,14
22841,2756328851,1,14
22842,1068483007,1,14
22843,1076046548235096065,1,14
22844,1173289688418963457,1,14
22845,995825591164309505,1,14
22846,1008106110912548865,1,14
22847,2958989721,1,14
22848,1117348405,1,14
22849,1252621195243028480,1,14
22850,925849593774006272,1,14
22851,1089150715497533441,1,14
22852,1169032081483227138,1,14
22853,1147650426650660864,1,14
22854,1309620455557521409,1,14
22855,1312530181169516545,1,14
22856,1226270439552487426,1,14
22857,1214191066691162114,1,14
22858,2668499296,1,14
22859,1289687836514492416,1,14
22860,1076399288501108736,1,14
22861,1276878464730238978,1,14
22862,1258934701848440832,1,14
22863,1269933077788270595,1,14
22864,911640338862936065,1,14
22865,380878098,1,14
22866,719208681,1,14
22867,1310355924301774848,1,14
22868,1075477735991062531,1,14
22869,1315524739868381184,1,14
22870,1315228747369512966,1,14
22871,1282901793928773632,1,14
22872,949342224470499328,1,14
22873,1197108608686800897,1,14
22874,1315078009255350282,1,14
22875,885453109677436928,1,14
22876,1253954660404285440,1,14
22877,1153042965784383488,1,14
22878,1143802890764595200,1,14
22879,1251944719,1,14
22880,788773038384873472,1,14
22881,1188711934411055105,1,14
22882,76127467,1,14
22883,792518116769234944,1,14
22884,901955652154781696,1,14
22885,1165606174890369024,1,14
22886,1285108651783532545,1,14
22887,1070892499,1,14
22888,1077631522889498629,1,14
22889,1313824190038933514,1,14
22890,1138205371703730181,1,14
22891,1268990691608334344,1,14
22892,1270532035417907200,1,14
22893,1101163523286155266,1,14
22894,1289873013513560064,1,14
22895,793421378611507200,1,14
22896,1110536150937227265,1,14
22897,1291351545683103744,1,14
22898,1264659308391944194,1,14
22899,1166681274980937728,1,14
22900,1170792064478527488,1,14
22901,1313963756377038848,1,14
22902,855814748553793537,1,14
22903,1254006132739313665,1,14
22904,1145289581543206913,1,14
22905,708807506894725120,1,14
22906,1166148578001203206,1,14
22907,1009086849980289029,1,14
22908,4797947895,1,14
22909,1099637540599066624,1,14
22910,1020741757007548417,1,14
22911,306753187,1,14
22912,1259320173926010883,1,14
22913,1173503932896821248,1,14
22914,1272873170664636416,1,14
22915,1274355431633309696,1,14
22916,1153455993709367297,1,14
22917,1210002894042402816,1,14
22918,399433998,1,14
22919,1229770199517335552,1,14
22920,889447525551403008,1,14
22921,1034748759186591744,1,14
22922,2779352217,1,14
22923,778714657,1,14
22924,1267422494954328065,1,14
22925,3076684977,1,14
22926,1231251296763641859,1,14
22927,1277347853246042113,1,14
22928,1145967570622791685,1,14
22929,1405797457,1,14
22930,1218610147603484674,1,14
22931,1267079667313508353,1,14
22932,857965165328969730,1,14
22933,1192003293104541696,1,14
22934,2759109124,1,14
22935,840592329278930945,1,14
22936,827299587350212614,1,14
22937,1294894114559922176,1,14
22938,2750944665,1,14
22939,1212427314178314240,1,14
22940,995633439704600576,1,14
22941,1281911310079406081,1,14
22942,1083840758807973889,1,14
22943,2734218531,1,14
22944,1259524449147158528,1,14
22945,1234221135610482689,1,14
22946,1187315978226585600,1,14
22947,851988501151305728,1,14
22948,820695772551331840,1,14
22949,1231168322684801024,1,14
22950,1287165621512404995,1,14
22951,1153987069875838976,1,14
22952,1235149614795436034,1,14
22953,1292962432890085385,1,14
22954,981243530134900736,1,14
22955,3892718957,1,14
22956,1102800797945999361,1,14
22957,1083210812372762625,1,14
22958,1206487077266870272,1,14
22959,767431580637863936,1,14
22960,1076910000252039170,1,14
22961,4466659154,1,14
22962,1223774116265844737,1,14
22963,1182789651444183040,1,14
22964,1085965448355684354,1,14
22965,892435251611537408,1,14
22966,1253150262149222401,1,14
22967,3534652999,1,14
22968,452461529,1,14
22969,1242530630040248322,1,14
22970,1271569789673254915,1,14
22971,1225743982052986880,1,14
22972,759325158893088768,1,14
22973,566167234,1,14
22974,1286859492290891778,1,14
22975,924999671650668545,1,14
22976,883080737599217669,1,14
22977,1096569578661036033,1,14
22978,151039996,1,14
22979,950465531185856514,1,14
22980,1110547838415630336,1,14
22981,1292860059328876545,1,14
22982,2371196399,1,14
22983,1033843327786012672,1,14
22984,1309860980684398592,1,14
22985,1251896989190696962,1,14
22986,886106626297606144,1,14
22987,1267415103013617664,1,14
22988,2187796340,1,14
22989,1067212249159385095,1,14
22990,1265604966867243009,1,14
22991,1149461526786596864,1,14
22992,2601232845,1,14
22993,2932000017,1,14
22994,3129990129,1,14
22995,1313257329027158018,1,14
22996,991040773117304833,1,14
22997,899779423687385088,1,14
22998,1304458197844058112,1,14
22999,718174354027188226,1,14
23000,1166733050279059458,1,14
23001,886382828816125953,1,14
23002,1248435149085310976,1,14
23003,1055281891039948803,1,14
23004,968218533699248129,1,14
23005,1320180192,1,14
23006,1043582310103351296,1,14
23007,1300757856766091267,1,14
23008,851682630278008833,1,14
23009,1199463173755195393,1,14
23010,1143534184713134080,1,14
23011,1144937091006177280,1,14
23012,1267127674553733123,1,14
23013,1099984624107819008,1,14
23014,1232633743992594432,1,14
23015,914859070217162752,1,14
23016,2596294359,1,14
23017,1243800089660923909,1,14
23018,1119626973440036864,1,14
23019,830832692769943552,1,14
23020,450166706,1,14
23021,560450820,1,14
23022,1125498090964836354,1,14
23023,1030946517035696129,1,14
23024,1214861873176350720,1,14
23025,172297237,1,14
23026,1273683670293901313,1,14
23027,719226473,1,14
23028,209654950,1,14
23029,1308107971336036355,1,14
23030,1231904250407661568,1,14
23031,930099890377707521,1,14
23032,1246165514126340096,1,14
23033,1305991674733178880,1,14
23034,901822606965399552,1,14
23035,748536778282442752,1,14
23036,1215576471470858240,1,14
23037,631884249,1,14
23038,1152537095132651520,1,14
23039,1170532758151749638,1,14
23040,897415578348130308,1,14
23041,1150446059258355712,1,14
23042,1292756995129442304,1,14
23043,1147459450334306304,1,14
23044,1190000050157568003,1,14
23045,1296776571261521920,1,14
23046,1212728474135187457,1,14
23047,1192269767702405120,1,14
23048,366182265,1,14
23049,829677355165691904,1,14
23050,1253847879820759040,1,14
23051,127361253,1,14
23052,1206554534941773824,1,14
23053,1311324337635561472,1,14
23054,1302175202583949314,1,14
23055,988579844186345474,1,14
23056,1100838254352453633,1,14
23057,1016054933811027970,1,14
23058,1233869897895206913,1,14
23059,1047148200212254720,1,14
23060,1306314071311081472,1,14
23061,1213598488694407170,1,14
23062,1185506103100170240,1,14
23063,1577290956,1,14
23064,524231697,1,14
23065,1256145547641176066,1,14
23066,1297851076180353025,1,14
23067,986952272201572353,1,14
23068,1054343786866782208,1,14
23069,1189123447932309504,1,14
23070,1309382925318643712,1,14
23071,1302637663279706112,1,14
23072,1085083732833456128,1,14
23073,3149408523,1,14
23074,1262688284423196672,1,14
23075,1310336151706894338,1,14
23076,1054388329062506496,1,14
23077,1095978974134652928,1,14
23078,4696046714,1,14
23079,913902766778650624,1,14
23080,2380407429,1,14
23081,1294725942120796167,1,14
23082,1180181605790441473,1,14
23083,1123564798887776257,1,14
23084,127525425,1,14
23085,196489087,1,14
23086,569107249,1,14
23087,1082051943160299525,1,14
23088,128159470,1,14
23089,835643326313480192,1,14
23090,1158339663129698304,1,14
23091,1273499315680542722,1,14
23092,1068150996709400581,1,14
23093,709084864516120576,1,14
23094,1306322853713846272,1,14
23095,1232227459829051392,1,14
23096,1226467180428042246,1,14
23097,1243970644863303681,1,14
23098,1303071207068250114,1,14
23099,1306880710079320064,1,14
23100,2297842710,1,14
23101,2426680240,1,14
23102,1264665410189832194,1,14
23103,1265427572512481286,1,14
23104,3360968463,1,14
23105,1244320442053255168,1,14
23106,938480685605638145,1,14
23107,1105922315626389506,1,14
23108,533325181,1,14
23109,1310713934404612096,1,14
23110,1308490380518789120,1,14
23111,2907780808,1,14
23112,1286827452065603585,1,14
23113,1035636359300612096,1,14
23114,2331593945,1,14
23115,1153746025858949121,1,14
23116,1298585661428174849,1,14
23117,1285558636484464641,1,14
23118,366608483,1,14
23119,1222423799523631106,1,14
23120,4694785392,1,14
23121,1243885157817483267,1,14
23122,1048645663817437184,1,14
23123,1248535788909989889,1,14
23124,1204680493540741120,1,14
23125,2845990480,1,14
23126,1273794789788524544,1,14
23127,1529860129,1,14
23128,453291035,1,14
23129,2304995100,1,14
23130,901165210085593089,1,14
23131,749402385320124417,1,14
23132,518307537,1,14
23133,1266323313049186304,1,14
23134,917672169534033920,1,14
23135,487370771,1,14
23136,1260124619081728000,1,14
23137,817693393,1,14
23138,1142914070229770247,1,14
23139,2780538730,1,14
23140,1271017382690119680,1,14
23141,1013765413883334662,1,14
23142,1874534816,1,14
23143,1163299821823963136,1,14
23144,614487381,1,14
23145,1259204688693596160,1,14
23146,1234873563234041856,1,14
23147,879477239896735744,1,14
23148,1260134046799212544,1,14
23149,1042312904320671744,1,14
23150,1131617202224926720,1,14
23151,551719482,1,14
23152,1307583420428685312,1,14
23153,1052040348883738624,1,14
23154,1284039698248237056,1,14
23155,1251676597041627137,1,14
23156,1283427993738772490,1,14
23157,1273357634465337354,1,14
23158,801918640845164544,1,14
23159,4797376681,1,14
23160,1151025876429168641,1,14
23161,1279851066834726913,1,14
23162,1057460732,1,14
23163,295767708,1,14
23164,1138355318973505536,1,14
23165,186809645,1,14
23166,4358654968,1,14
23167,1152947496471138306,1,14
23168,140317571,1,14
23169,4142900674,1,14
23170,1311065380241244163,1,14
23171,260209262,1,14
23172,3320826226,1,14
23173,1310875392337743872,1,14
23174,123576946,1,14
23175,1262858277920088064,1,14
23176,1162342691532890112,1,14
23177,1197803106555310081,1,14
23178,1230797270930644992,1,14
23179,3430004866,1,14
23180,563189398,1,14
23181,1176589867528130561,1,14
23182,1299767106645491712,1,14
23183,1246365642061643776,1,14
23184,1252935991716872193,1,14
23185,935751103861358592,1,14
23186,1216453243238256640,1,14
23187,1054679656291581952,1,14
23188,1280871409594572803,1,14
23189,856238917166792704,1,14
23190,1253759598907011074,1,14
23191,326827234,1,14
23192,728366040397316096,1,14
23193,1211733964991254530,1,14
23194,1270997926664458240,1,14
23195,1001808344389218304,1,14
23196,1220229321354293249,1,14
23197,1154463819445542912,1,14
23198,1170324756014469121,1,14
23199,1304495762768908289,1,14
23200,1300494401131741184,1,14
23201,409276087,1,14
23202,1230033503024226304,1,14
23203,3272038485,1,14
23204,1073650235392618496,1,14
23205,1252655031486156804,1,14
23206,832381341492793344,1,14
23207,1292578602773622786,1,14
23208,1211670888862502913,1,14
23209,1096731704616718336,1,14
23210,1309085875964448772,1,14
23211,1264381832784740352,1,14
23212,870538670,1,14
23213,1202599388083822592,1,14
23214,1224269474234294273,1,14
23215,1054675791286480897,1,14
23216,1241179659695505410,1,14
23217,1158490749442412544,1,14
23218,1285819910376116224,1,14
23219,1288561287996342274,1,14
23220,793207476363653121,1,14
23221,814927264056012801,1,14
23222,1284781509744963585,1,14
23223,819277263640428544,1,14
23224,1268519492860235777,1,14
23225,3312432785,1,14
23226,1271107232156057600,1,14
23227,1307780923090505730,1,14
23228,912472708348284929,1,14
23229,1281979095589552129,1,14
23230,1008237502161915905,1,14
23231,1301098960312991744,1,14
23232,1237506456657764352,1,14
23233,1277833333045710849,1,14
23234,2739730432,1,14
23235,1281241563272790016,1,14
23236,1109124307270189059,1,14
23237,1243829325906001925,1,14
23238,2434044149,1,14
23239,1263514092985335816,1,14
23240,1284379768281079808,1,14
23241,4409742792,1,14
23242,889401637298679808,1,14
23243,1300720177861009408,1,14
23244,1296507022142136320,1,14
23245,1250807875787730945,1,14
23246,2762506566,1,14
23247,1263916810803576832,1,14
23248,1292376432916795392,1,14
23249,1301121074298589184,1,14
23250,1225558261954416640,1,14
23251,450233104,1,14
23252,1243232276525318145,1,14
23253,1244740314616795136,1,14
23254,3366196653,1,14
23255,1122636151,1,14
23256,1259944807453122562,1,14
23257,1227592921530224640,1,14
23258,1253082263157444609,1,14
23259,202922681,1,14
23260,1076560829808627712,1,14
23261,3161393447,1,14
23262,1239318338737770496,1,14
23263,785808492519194624,1,14
23264,1222814562057179136,1,14
23265,1299318811640975363,1,14
23266,1301706744649916416,1,14
23267,1307279109966495746,1,14
23268,749668276142301184,1,14
23269,1052204061385207809,1,14
23270,1087521058377383936,1,14
23271,278554676,1,14
23272,1185991357837520896,1,14
23273,1285965192610959361,1,14
23274,1307345793062445056,1,14
23275,1305849370827464704,1,14
23276,1193769888881561602,1,14
23277,1286349630712827907,1,14
23278,969248641906085889,1,14
23279,878196515562455040,1,14
23280,1299371844731129858,1,14
23281,1296412185015484416,1,14
23282,1272979463710617601,1,14
23283,1263040820279758851,1,14
23284,1245273406158839809,1,14
23285,1208033612169449473,1,14
23286,1108666158167805952,1,14
23287,1234034035896307713,1,14
23288,1227481097489043456,1,14
23289,1081164952126308352,1,14
23290,708572933535440896,1,14
23291,1128570075018137600,1,14
23292,1038770078446182405,1,14
23293,1302924396227637248,1,14
23294,1307591606481149961,1,14
23295,1298540926361624576,1,14
23296,3423760378,1,14
23297,1286880298802786305,1,14
23298,1305472036257574912,1,14
23299,1261299653766721539,1,14
23300,1274622218044137474,1,14
23301,1286290630797402114,1,14
23302,1067560442862739457,1,14
23303,1306659524082839556,1,14
23304,1172594148651753474,1,14
23305,144163441,1,14
23306,1299638215171870720,1,14
23307,2849854766,1,14
23308,1211460675916034048,1,14
23309,1247202498940751872,1,14
23310,1305443656799838208,1,14
23311,1283776521413578753,1,14
23312,243826497,1,14
23313,4813879048,1,14
23314,1305511704604934147,1,14
23315,803662227140014080,1,14
23316,1260862215713849344,1,14
23317,827151136406790144,1,14
23318,1269233831455973376,1,14
23319,2972734481,1,14
23320,2549009943,1,14
23321,725698843820593152,1,14
23322,960580322,1,14
23323,1204373658640273413,1,14
23324,959035016755007491,1,14
23325,1048116420490534912,1,14
23326,1176774769586462720,1,14
23327,1096402609269862401,1,14
23328,1271064726819278849,1,14
23329,626726653,1,14
23330,1306246874056265731,1,14
23331,4820567494,1,14
23332,1285670129364279297,1,14
23333,1254008047464263680,1,14
23334,1219579631377973254,1,14
23335,1223167220228001792,1,14
23336,1114290034075688960,1,14
23337,1158332420669751296,1,14
23338,822733909242875904,1,14
23339,1277718985530884099,1,14
23340,711136270970449920,1,14
23341,1250607602268098560,1,14
23342,1187465748999897088,1,14
23343,1242613635849076741,1,14
23344,1198217569557196802,1,14
23345,1078062304619565056,1,14
23346,1239822278671634432,1,14
23347,1279878649672581120,1,14
23348,1298044827653640192,1,14
23349,915887392535478273,1,14
23350,1280552909055410176,1,14
23351,100503738,1,14
23352,1464344882,1,14
23353,1304401357596692480,1,14
23354,1247485079938568200,1,14
23355,2594134414,1,14
23356,2295383717,1,14
23357,1304753993751683072,1,14
23358,890470033779900417,1,14
23359,796618055606534145,1,14
23360,751823388239339520,1,14
23361,1210297632318480394,1,14
