,Id,degree,group
624,930388943950041088,3,2
625,978731547099631616,3,8
626,3300291526,3,2
627,237110370,3,2
628,1252227918891151361,3,26
629,1146716629692272640,3,2
630,563001540,3,7
631,1129163100480069633,3,8
632,708635815,3,2
633,1278278922820616193,3,27
634,1189626148856180737,3,19
635,846011478255828993,3,27
636,1247591391611564033,3,2
637,899334770068533248,3,2
638,1171717406777126912,3,12
639,1519606291,3,7
640,925788121790402561,3,8
641,1185333437131034625,3,0
642,788477797048029185,3,2
643,1158314548954370048,3,16
644,1106298800161865734,3,16
645,1123132195168772097,3,2
646,1059198757,3,2
647,1145071567434596352,3,2
648,1100057028783943681,3,27
649,1191818696077053957,3,2
650,989533947502694401,3,8
651,2627962995,3,2
652,1096760617472573440,3,26
653,1010215504949243905,3,2
654,1148880511311515648,3,26
655,1028778338817650688,3,2
656,1041972217599410176,3,2
657,4025204597,3,0
658,1055811313211973632,3,2
659,349162185,3,20
660,880641416,3,19
661,1653642829,3,2
662,217599946,3,2
663,1250433059918209024,3,27
664,211235151,3,2
665,1030825303587872768,3,20
666,1118864654,3,27
667,3388265026,3,2
668,1220992776738955264,3,2
669,228691350,3,8
670,1139148140555190273,3,18
671,3370689819,3,27
672,917034732285845505,3,3
673,974284335049265152,3,3
674,63497014,3,20
675,1068402081617317888,3,27
676,227774054,3,21
677,1051973970344464390,3,3
678,1160161825805295621,3,20
679,366072534,3,3
680,358846713,3,3
681,73517419,3,3
682,272928680,3,3
683,1127160092355366913,3,3
684,1237425778603831296,3,3
685,933366269918765056,3,3
686,310031002,3,16
687,2532026038,3,3
688,1362007262412308482,3,3
689,1074571965392916485,3,3
690,1076444284570742784,3,3
691,1495378826,3,3
692,1064669469992263681,3,24
693,1205894155404300294,3,19
694,991698281561559040,3,3
695,2523185889,3,3
696,874872055723962368,3,25
697,4567579217,3,3
698,1348221807959138306,3,3
699,3309958066,3,25
700,353627029,3,3
701,782250544861700097,3,3
702,1678203386,3,27
703,1024982780831260673,3,27
704,271967519,3,3
705,2496687274,3,3
706,1291356247099416578,3,3
707,1100367815683518464,3,3
708,113691557,3,3
709,966344191,3,3
710,413158231,3,27
711,113294826,3,3
712,1253457348078829570,3,3
713,1247890487387631618,3,3
714,1047164863334817792,3,21
715,287805940,3,3
716,1246697331036127232,3,0
717,1184387110280847361,3,27
718,1277592783558148097,3,27
719,1385181865464709121,3,21
720,1221404296434069504,3,21
721,1138416122884214786,3,21
722,3007219277,3,19
723,1238583798444498944,3,21
724,922843346,3,16
725,1143604626895323136,3,27
726,1181308363092701186,3,27
727,1257595424581521408,3,27
728,983364774326095872,3,27
729,766072739925024768,3,16
730,1020977775925243904,3,16
731,1156209454540627968,3,16
732,1132339898713804801,3,16
733,1131964248408641536,3,16
734,1710499046,3,16
735,1168257358763573253,3,16
736,1156004093120405504,3,27
737,997226296072646656,3,27
738,812053224140247041,3,16
739,1190276802243170304,3,20
740,1126391072,3,16
741,1183045832016310273,3,0
742,1077869362273546240,3,27
743,1227058362266914818,3,16
744,861920125158600704,3,27
745,1023294013,3,27
746,1148261886049341442,3,16
747,4151515301,3,16
748,1001278487649452038,3,27
749,1221900749531164673,3,27
750,734016749918642176,3,16
751,1291402623174742017,3,16
752,748636328682749953,3,27
753,1364186552,3,0
754,3793675995,3,16
755,1115695865904025600,3,27
756,1068177213386821633,3,16
757,1621384202,3,16
758,952626023291609093,3,16
759,270769317,3,16
760,1255038038570303489,3,16
761,1242731945634693120,3,16
762,1158703334674587649,3,16
763,1216463701252935682,3,16
764,1191367417831800835,3,27
765,3166381143,3,16
766,1083764673005142017,3,26
767,958790425082507269,3,16
768,1146730727503015937,3,19
769,3395931663,3,21
770,1209218496,3,0
771,955823131364651008,3,16
772,1282505159696883714,3,27
773,1035138362879946752,3,21
774,576592294,3,26
775,1074973752042156032,3,21
776,3590081902,3,8
777,445951720,3,16
778,1042076953279438851,3,0
779,102385907,3,16
780,100602676,3,16
781,995639290293096449,3,16
782,3189479158,3,24
783,436443315,3,21
784,1200457322423828481,3,10
785,1329330012781154305,3,6
786,4787220815,3,6
787,1243682894226378752,3,12
788,1259064609979486209,3,12
789,1170446892230221825,3,12
790,117501098,3,12
791,4818618226,3,12
792,1410594932,3,12
793,1168455648352382978,3,12
794,1312536508172304385,3,12
795,1321501374601986051,3,12
796,1272836645960716288,3,12
797,933167757520228352,3,12
798,1348776399893622784,3,21
799,1315342391151341570,3,12
800,1056458840764497920,3,12
801,1219704079519223808,3,21
802,1039588898777833473,3,12
803,1151565656392908801,3,12
804,472205875,3,12
805,3672640343,3,12
806,897567150717767680,3,12
807,207400427,3,12
808,1185214297514893314,3,19
809,860567024346509312,3,27
810,1379443198817370114,3,9
811,1080033579969724416,3,20
812,569633654,3,9
813,1267528490351558656,3,27
814,1364546745842171909,3,19
815,1360795093159059459,3,9
816,1361259279194480641,3,27
817,1360007478189182981,3,12
818,946160535015448577,3,27
819,1098190464052801536,3,0
820,1244348725012692993,3,27
821,1009584598534230018,3,27
822,4691372484,3,27
823,1326862329963745281,3,16
824,904823363176103936,3,27
825,947090977826668544,3,27
826,1234914713961746433,3,27
827,3399340252,3,16
828,905496545096851456,3,0
829,925760914061709317,3,27
830,1044433092784652288,3,27
831,1266118516861800448,3,27
832,880340608304414720,3,27
833,1320785451721084935,3,27
834,1243550881162965005,3,27
835,916741058566000646,3,27
836,1138589822594027521,3,19
837,2824849192,3,27
838,778504347550359552,3,16
839,2900756800,3,19
840,1260240025263972352,3,27
841,1136308029748654088,3,9
842,1345346860458926085,3,27
843,1851811556,3,27
844,1226467391061790720,3,9
845,700411782620270592,3,9
846,1258316083347492865,3,27
847,4656009557,3,27
848,1155743614116478981,3,27
849,2190421648,3,9
850,789258602871742464,3,27
851,1290060366937034752,3,27
852,1068195624531755008,3,27
853,1196429810966388737,3,19
854,421017131,3,9
855,1280569118278799360,3,27
856,1053028887674925056,3,0
857,856638673,3,27
858,1164078934310473729,3,27
859,780827468395454466,3,27
860,3347791299,3,8
861,1151364414504914944,3,19
862,846468974359515137,3,9
863,1235887663380602886,3,27
864,917038569373478915,3,27
865,1161917289941389313,3,25
866,975366767139844096,3,27
867,1026909478799720448,3,26
868,3449774607,3,27
869,1259810206101450753,3,27
870,2178814582,3,9
871,1005055700408651776,3,27
872,1261232511318986752,3,27
873,765502106920951808,3,27
874,1077132510881026048,3,19
875,994696682070736897,3,9
876,258628546,3,19
877,989439918,3,9
878,1186571836982734848,3,0
879,3068248318,3,27
880,1090972479831592961,3,19
881,1106698825148915712,3,0
882,779078288434167808,3,21
883,789186282,3,8
884,717853069606797313,3,19
885,3167028671,3,19
886,1162588057553555456,3,20
887,1014215069213839361,3,27
888,885147566605774848,3,0
889,886465365185875969,3,27
890,978369661631950849,3,12
891,4824915605,3,8
892,1231272992186957824,3,27
893,979312985343750144,3,19
894,731386877715066880,3,19
895,314255854,3,19
896,398459759,3,0
897,1162909743008161792,3,20
898,1030577815014592513,3,7
899,4110138148,3,9
900,239414373,3,19
901,1143132150188990464,3,20
902,1042539961701085185,3,27
903,1187954920072372224,3,19
904,702791851498196992,3,9
905,1115236091043430400,3,0
906,231115111,3,19
907,949047386462138368,3,21
908,894507360273694720,3,19
909,1140662440033771520,3,9
910,1095666564710481921,3,27
911,1097892885314392064,3,19
912,1119754149078470656,3,27
913,205465271,3,21
914,1014018098645667840,3,19
915,1035932701440786432,3,0
916,1115848307534909441,3,9
917,3378963910,3,27
918,342832062,3,19
919,193272907,3,24
920,1190976290268033024,3,21
921,862249136577544193,3,21
922,1301198052368289793,3,21
923,1255095719771455488,3,21
924,1063024917682249729,3,27
925,1371500876876107777,3,12
926,1280181334267355137,3,12
927,1151424263397793793,3,12
928,1045294827422851072,3,21
929,1080847888564011013,3,21
930,1017927891986845696,3,27
931,1102922702703247360,3,22
932,739055837898022912,3,14
933,1212332848788557829,3,22
934,1155968686378762240,3,27
935,1026079484833943552,3,14
936,1126931179918249984,3,0
937,884937814625972224,3,5
938,1354792377790197761,3,11
939,1067721246320836608,3,14
940,2352790655,3,27
941,1372345560896790530,3,13
942,1140056232729960448,3,26
943,1053220609818349568,3,25
944,779360912062939136,3,14
945,1273595787868602369,3,23
946,1129955373862051840,3,25
947,1346614147421777921,3,14
948,1267035429544615936,3,26
949,1360350713893826564,3,14
950,1316152327791874049,3,14
951,1257306381008269314,3,26
952,1244901768934424582,3,14
953,1258695841948327938,3,27
954,1079460012995547142,3,14
955,1228029832170221568,3,17
956,1165368955759972357,3,22
957,1255602657168953347,3,21
958,1262135227314573316,3,22
959,1012324658132209664,3,14
960,1319764297342459907,3,14
961,1368985142178574343,3,22
962,1120758470020685824,3,21
963,3121642895,3,26
964,1299094202182180864,3,14
965,893454602661748737,3,5
966,756498324933533696,3,11
967,1318292661623754753,3,22
968,368490934,3,5
969,1212014253240025088,3,11
970,1039135458511466497,3,26
971,909183367450685442,3,14
972,815296295791431680,3,14
973,1275489845050257408,3,26
974,1021325210581168129,3,27
975,1320707199879024640,3,26
976,746369918766059521,3,26
977,762262663263027200,3,26
978,1243643432964325376,3,14
979,1308503375009460225,3,26
980,1287912268852854785,3,5
981,1265605115328843776,3,11
982,1344834900319490048,3,11
983,1224404676474474497,3,20
984,1254671995171753987,3,14
985,780174612126638080,3,11
986,3906526037,3,5
987,882740585601388545,3,5
988,1134528749423267840,3,26
989,411602323,3,26
990,1303804970404380680,3,26
991,772371217122729984,3,14
992,1190246751820812289,3,27
993,1318978253407817730,3,22
994,1054061212244340736,3,27
995,1169480983206400000,3,14
996,1194938480964620288,3,26
997,1262094595523035144,3,8
998,926604802301231105,3,14
999,1319556921024798721,3,11
1000,846941805144887299,3,11
1001,1282660418972987392,3,26
1002,1229319083109363712,3,14
1003,3855013529,3,14
1004,1318498394210488322,3,14
1005,1315058595839512577,3,17
1006,398608898,3,14
1007,1209520460544774146,3,17
1008,1274540325349068800,3,27
1009,54422929,3,27
1010,1060487946028105728,3,27
1011,1100067230996418561,3,17
1012,911675803808747520,3,27
1013,1307782412882055168,3,25
1014,1319407654461124609,3,14
1015,1306334159145705472,3,11
1016,1225876687814037504,3,11
1017,1162156102164897798,3,22
1018,1277563134081994752,3,22
1019,1177856793273352192,3,27
1020,1190266149973450752,3,23
1021,243231995,3,7
1022,1150186204668866566,3,21
1023,1209603170554523648,3,14
1024,1065191940365475840,3,26
1025,1258208722230349825,3,27
1026,1217568213724254218,3,26
1027,1305060800370016256,3,22
1028,1160301306080387074,3,14
1029,865972652665688065,3,14
1030,1301602740,3,22
1031,1247211209390272513,3,27
1032,1059967928739749890,3,11
1033,370774179,3,11
1034,1301426070743384064,3,19
1035,1174643606658985985,3,11
1036,1111041820186890241,3,19
1037,1056910002823352323,3,17
1038,934018935309074432,3,27
1039,4426480096,3,26
1040,1250326227212103681,3,5
1041,898261699,3,14
1042,1056257011623575553,3,7
1043,1024435349173489665,3,23
1044,1239948223516741634,3,5
1045,4819130836,3,26
1046,1272438243057963011,3,0
1047,1271413521146941440,3,27
1048,990878860479795201,3,22
1049,1082675666456363010,3,11
1050,1051019864628965378,3,23
1051,1087765800184893442,3,27
1052,1081784278873227265,3,26
1053,954498130384510976,3,5
1054,387754328,3,18
1055,1160040874786639872,3,0
1056,1218173228767641601,3,7
1057,1222100220516937728,3,23
1058,483943812,3,23
1059,1138677514237349889,3,14
1060,905388616200986624,3,23
1061,1283894384266809346,3,26
1062,1282304451383001089,3,11
1063,2793834803,3,26
1064,878963980680744961,3,26
1065,1273605772388286464,3,26
1066,1266925290628022277,3,26
1067,1429315992,3,14
